"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Mocodes","Vict Age","Vict Sex","Vict Descent","Premis Cd","Premis Desc","Weapon Used Cd","Weapon Desc","Status","Status Desc","Crm Cd 1","Crm Cd 2","Crm Cd 3","Crm Cd 4","LOCATION","Cross Street","LAT","LON"
"231207573","02/25/2023 12:00:00 AM","02/25/2023 12:00:00 AM","0225","12","77th Street","1259","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1300 0344 0385 1822","29","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","331","","","","700 E  76TH                         PL","","33.9703","-118.263"
"230704231","01/05/2023 12:00:00 AM","01/05/2023 12:00:00 AM","0005","07","Wilshire","0723","2","354","THEFT OF IDENTITY","1822 0377 0929 0930","38","M","B","602","BANK","","","IC","Invest Cont","354","","","","100 N  FAIRFAX                      AV","","34.0728","-118.3656"
"231804729","01/13/2023 12:00:00 AM","01/12/2023 12:00:00 AM","1300","18","Southeast","1842","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1822","0","X","X","720","JUNIOR HIGH SCHOOL","","","IC","Invest Cont","440","","","","200 E  112TH                        ST","","33.933","-118.2716"
"230904650","01/17/2023 12:00:00 AM","01/11/2023 12:00:00 AM","1535","09","Van Nuys","0935","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 0400 0416 1414 1814 2004","37","F","B","403","DRUG STORE","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","14400    ERWIN                        ST","","34.1837","-118.4422"
"232004763","01/22/2023 12:00:00 AM","01/21/2023 12:00:00 AM","1200","20","Olympic","2099","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","WESTMORELAND","WESTERN","34.0385","-118.2878"
"231207649","03/01/2023 12:00:00 AM","03/01/2023 12:00:00 AM","1116","12","77th Street","1273","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0342 0344 0325 1309","0","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","341","","","","1800 W  MANCHESTER                   AV","","33.96","-118.309"
"230104073","01/02/2023 12:00:00 AM","01/02/2023 12:00:00 AM","0830","01","Central","0124","1","320","BURGLARY, ATTEMPTED","1606","0","M","O","727","SHOPPING MALL (COMMON AREA)","","","IC","Invest Cont","320","","","","200 N  LOS ANGELES                  ST","","34.0525","-118.2432"
"231206629","02/12/2023 12:00:00 AM","02/12/2023 12:00:00 AM","0700","12","77th Street","1267","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","500 W  84TH                         ST","","33.9622","-118.2827"
"230108114","03/03/2023 12:00:00 AM","03/02/2023 12:00:00 AM","1100","01","Central","0159","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 0394 1822","29","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","440","","","","600 S  SANTA FE                     AV","","34.0383","-118.2305"
"231105122","01/30/2023 12:00:00 AM","01/24/2023 12:00:00 AM","2035","11","Northeast","1171","1","330","BURGLARY FROM VEHICLE","1300 0344 1307 1822","37","M","W","101","STREET","","","IC","Invest Cont","330","","","","4200 W  SUNSET                       BL","","34.0917","-118.2741"
"230107655","02/25/2023 12:00:00 AM","02/24/2023 12:00:00 AM","1600","01","Central","0123","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","200 W  1ST                          ST","","34.0529","-118.2445"
"231305420","01/30/2023 12:00:00 AM","01/17/2023 12:00:00 AM","1300","13","Newton","1313","1","310","BURGLARY","0329 0344 1602 1609 1822 0397","52","F","W","203","OTHER BUSINESS","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","310","","","","1000 E  14TH                         ST","","34.03","-118.2501"
"230705978","02/13/2023 12:00:00 AM","02/13/2023 12:00:00 AM","0250","07","Wilshire","0783","1","761","BRANDISH WEAPON","0913 0334 0443 0360","37","M","H","104","DRIVEWAY","511","VERBAL THREAT","AA","Adult Arrest","761","930","","","2300    HAUSER                       BL","","34.0362","-118.3614"
"230106828","02/12/2023 12:00:00 AM","02/11/2023 12:00:00 AM","2000","01","Central","0161","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0344","0","M","H","406","OTHER STORE","","","IC","Invest Cont","442","","","","700 S  FIGUEROA                     ST","","34.0483","-118.2631"
"231304607","01/12/2023 12:00:00 AM","01/12/2023 12:00:00 AM","1100","13","Newton","1347","2","890","FAILURE TO YIELD","1407 1419 1402 1300","0","M","W","101","STREET","","","AA","Adult Arrest","890","998","","","1500 E  MARTIN LUTHER KING JR        BL","","34.0113","-118.2493"
"231005650","02/11/2023 12:00:00 AM","02/08/2023 12:00:00 AM","1554","10","West Valley","1011","2","354","THEFT OF IDENTITY","1822","74","M","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","7500    VANALDEN                     AV","","34.2065","-118.5492"
"231605145","02/04/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1605","16","Foothill","1623","2","354","THEFT OF IDENTITY","1822","30","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","10800    LEHIGH                       AV","","34.2664","-118.4144"
"232005127","01/31/2023 12:00:00 AM","01/08/2023 12:00:00 AM","1223","20","Olympic","2013","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0311 0329 1822","40","F","K","249","NURSERY/FLOWER SHOP","","","IC","Invest Cont","740","","","","100 S  WESTERN                      AV","","34.073","-118.3091"
"230805833","02/12/2023 12:00:00 AM","02/12/2023 12:00:00 AM","2255","08","West LA","0835","1","210","ROBBERY","0355 1822 0325 2004","0","X","X","406","OTHER STORE","511","VERBAL THREAT","IC","Invest Cont","210","","","","10800    SANTA MONICA                 BL","","34.0502","-118.4345"
"230304110","01/02/2023 12:00:00 AM","01/02/2023 12:00:00 AM","1900","03","Southwest","0319","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","2000 1814 0443 1912 0913 0432","34","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","511","VERBAL THREAT","IC","Invest Cont","930","","","","800 W  23RD                         ST","","34.0323","-118.2776"
"230104654","01/10/2023 12:00:00 AM","01/09/2023 12:00:00 AM","1900","01","Central","0139","1","330","BURGLARY FROM VEHICLE","1609 0344 1300 1822","35","M","K","101","STREET","","","IC","Invest Cont","330","","","","3RD                          ST","TRACTION","34.0457","-118.2371"
"231604754","01/25/2023 12:00:00 AM","01/16/2023 12:00:00 AM","2255","16","Foothill","1633","1","330","BURGLARY FROM VEHICLE","1307 1302 0344","22","M","W","720","JUNIOR HIGH SCHOOL","","","IC","Invest Cont","330","","","","12500    PIERCE                       ST","","34.2731","-118.4052"
"230604626","01/16/2023 12:00:00 AM","01/06/2023 12:00:00 AM","1200","06","Hollywood","0659","2","624","BATTERY - SIMPLE ASSAULT","1822 1202 1701 1501","88","F","W","510","NURSING/CONVALESCENT/RETIREMENT HOME","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","624","","","","5100 W  SUNSET                       BL","","34.0981","-118.3005"
"231804881","01/17/2023 12:00:00 AM","01/17/2023 12:00:00 AM","0125","18","Southeast","1826","1","410","BURGLARY FROM VEHICLE, ATTEMPTED","1822 0329","21","M","B","123","PARKING UNDERGROUND/BUILDING","","","IC","Invest Cont","410","","","","9500    COMPTON                      AV","","33.9507","-118.2461"
"230805421","02/03/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1800","08","West LA","0855","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 0329","0","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","740","","","","1300 S  SEPULVEDA                    BL","","34.0489","-118.4454"
"230206792","02/28/2023 12:00:00 AM","02/22/2023 12:00:00 AM","1625","02","Rampart","0236","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1822 2032","28","M","C","121","YARD (RESIDENTIAL/BUSINESS)","","","IC","Invest Cont","440","","","","200 N  BURLINGTON                   AV","","34.0665","-118.2662"
"232004886","01/07/2023 12:00:00 AM","01/06/2023 12:00:00 AM","1150","20","Olympic","2022","1","330","BURGLARY FROM VEHICLE","0344 0358 0386 1307 1609 1822 2032","32","M","H","101","STREET","","","IC","Invest Cont","330","","","","3RD","GRAMERCY","34.069","-118.3128"
"230506368","03/04/2023 12:00:00 AM","03/04/2023 12:00:00 AM","1300","05","Harbor","0567","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1300","57","M","H","122","VEHICLE, PASSENGER/TRUCK","","","IC","Invest Cont","745","","","","400 W  21ST                         ST","","33.7251","-118.2858"
"230505911","02/21/2023 12:00:00 AM","02/21/2023 12:00:00 AM","1715","05","Harbor","0504","1","210","ROBBERY","1822 0945 0312 0344 0334","0","X","X","203","OTHER BUSINESS","102","HAND GUN","IC","Invest Cont","210","","","","19500    NORMANDIE                    AV","","33.8542","-118.2992"
"230605124","01/29/2023 12:00:00 AM","01/28/2023 12:00:00 AM","1715","06","Hollywood","0646","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1202 0344 1822 2032 2034","64","M","O","738","LIBRARY","","","IC","Invest Cont","440","","","","1600    IVAR                         AV","","34.0998","-118.3282"
"230905158","02/02/2023 12:00:00 AM","01/06/2023 12:00:00 AM","2330","09","Van Nuys","0926","1","510","VEHICLE - STOLEN","","0","","","301","GAS STATION","","","IC","Invest Cont","510","","","","13700    VICTORY                      BL","","34.1903","-118.4399"
"230505996","02/23/2023 12:00:00 AM","02/21/2023 12:00:00 AM","1355","05","Harbor","0507","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","38","F","H","504","OTHER RESIDENCE","","","IC","Invest Cont","440","","","","1400 W  225TH                        ST","","33.8222","-118.3015"
"231005724","02/13/2023 12:00:00 AM","02/12/2023 12:00:00 AM","0100","10","West Valley","1044","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","18300    COLLINS                      ST","","34.1749","-118.5308"
"230705399","02/01/2023 12:00:00 AM","01/31/2023 12:00:00 AM","0001","07","Wilshire","0749","1","330","BURGLARY FROM VEHICLE","1300 0344","30","F","A","412","ELECTRONICS STORE (IE:RADIO SHACK, ETC.)","","","IC","Invest Cont","330","","","","4400    FRANCIS                      AV","","34.058","-118.3248"
"230905224","02/03/2023 12:00:00 AM","02/03/2023 12:00:00 AM","0006","09","Van Nuys","0946","2","354","THEFT OF IDENTITY","0922","43","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","5900    HAZELTINE                    AV","","34.1776","-118.44"
"231204893","01/16/2023 12:00:00 AM","01/16/2023 12:00:00 AM","2200","12","77th Street","1245","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","2000 0444 1814 1206 0344","22","F","B","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","440","626","","","6500 S  NORMANDIE                    AV","","33.9806","-118.3003"
"230405897","02/27/2023 12:00:00 AM","02/27/2023 12:00:00 AM","1030","04","Hollenbeck","0443","1","410","BURGLARY FROM VEHICLE, ATTEMPTED","1307 1302 0321","43","F","H","101","STREET","","","IC","Invest Cont","410","","","","1400    PLAYGROUND                   ST","","34.0605","-118.2004"
"231805479","01/30/2023 12:00:00 AM","01/30/2023 12:00:00 AM","0820","18","Southeast","1842","2","624","BATTERY - SIMPLE ASSAULT","1251 1259 0416 0913 0361 0444","16","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","11300 S  OLIVE                        ST","","33.932","-118.2795"
"230405060","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0228","04","Hollenbeck","0497","2","354","THEFT OF IDENTITY","0100","38","F","H","504","OTHER RESIDENCE","","","IC","Invest Cont","354","","","","2800 E  OLYMPIC                      BL","","34.0234","-118.2177"
"231305519","01/31/2023 12:00:00 AM","01/31/2023 12:00:00 AM","0520","13","Newton","1307","2","624","BATTERY - SIMPLE ASSAULT","0416 1266 0446 1309 1822","49","M","H","203","OTHER BUSINESS","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","1200 E  OLYMPIC                      BL","","34.0349","-118.2436"
"230605245","01/25/2023 12:00:00 AM","01/24/2023 12:00:00 AM","1615","06","Hollywood","0625","1","330","BURGLARY FROM VEHICLE","1822 1300 0344","32","M","B","503","HOTEL","","","IC","Invest Cont","330","","","","HIGHLAND","CAMROSE","34.1082","-118.3371"
"231605577","02/18/2023 12:00:00 AM","02/17/2023 12:00:00 AM","1930","16","Foothill","1651","1","320","BURGLARY, ATTEMPTED","0397 1609","43","M","H","208","AUTO SALES LOT","","","IC","Invest Cont","320","","","","13200    OSBORNE                      ST","","34.2463","-118.4203"
"231105187","01/30/2023 12:00:00 AM","01/30/2023 12:00:00 AM","0315","11","Northeast","1112","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1822 0344 0329","35","F","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","331","","","","4300    CALEDONIA                    WY","","34.1291","-118.2344"
"230804388","01/11/2023 12:00:00 AM","01/11/2023 12:00:00 AM","0830","08","West LA","0898","2","624","BATTERY - SIMPLE ASSAULT","0444 0400 0561","50","M","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other","624","","","","8700    CADILLAC                     AV","","34.0391","-118.3804"
"231604904","01/30/2023 12:00:00 AM","01/17/2023 12:00:00 AM","1800","16","Foothill","1612","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 0408 1813","33","F","H","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","12800    VAN NUYS                     BL","","34.2733","-118.4202"
"231605030","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","0228","16","Foothill","1653","2","354","THEFT OF IDENTITY","0922","39","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","9800    CAYUGA                       AV","","34.248","-118.4107"
"230107009","02/15/2023 12:00:00 AM","02/10/2023 12:00:00 AM","1900","01","Central","0182","1","522","VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)","","0","","","101","STREET","","","IC","Invest Cont","522","","","","1200 S  OLIVE                        ST","","34.0394","-118.2623"
"230105552","01/24/2023 12:00:00 AM","01/24/2023 12:00:00 AM","0850","01","Central","0182","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344","29","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","440","","","","1000 S  OLIVE                        ST","","34.0423","-118.2595"
"231304575","01/11/2023 12:00:00 AM","01/10/2023 12:00:00 AM","2300","13","Newton","1381","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1307","51","M","O","222","LAUNDROMAT","","","IC","Invest Cont","740","","","","5900 S  BROADWAY","","33.9862","-118.2794"
"231906475","02/28/2023 12:00:00 AM","02/23/2023 12:00:00 AM","0800","19","Mission","1959","2","813","CHILD ANNOYING (17YRS & UNDER)","1258 0913 1811","7","F","H","704","ELEMENTARY SCHOOL","","","IC","Invest Cont","813","","","","13800    PIERCE                       ST","","34.2528","-118.4331"
"231905971","02/15/2023 12:00:00 AM","02/07/2023 12:00:00 AM","1200","19","Mission","1983","2","813","CHILD ANNOYING (17YRS & UNDER)","1259 0522 0550 0913 1817 0360","17","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","813","","","","15000    PARTHENIA                    ST","","34.2281","-118.4592"
"231504149","01/04/2023 12:00:00 AM","01/03/2023 12:00:00 AM","1700","15","N Hollywood","1514","1","310","BURGLARY","0603 1414 1267 1822 0344","39","M","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","310","","","","12000    ARCHWOOD                     ST","","34.1921","-118.3943"
"230304908","01/19/2023 12:00:00 AM","01/18/2023 12:00:00 AM","2210","03","Southwest","0359","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","1822 0344 1251","19","M","W","101","STREET","","","IC","Invest Cont","341","","","","3400 S  FIGUEROA                     ST","","34.022","-118.28"
"232005201","01/26/2023 12:00:00 AM","01/26/2023 12:00:00 AM","0150","20","Olympic","2026","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 1822 0344","46","F","H","108","PARKING LOT","","","IC","Invest Cont","420","","","","300 S  CATALINA                     ST","","34.0691","-118.2954"
"232006012","02/03/2023 12:00:00 AM","02/02/2023 12:00:00 AM","2030","20","Olympic","2019","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1822","35","M","H","122","VEHICLE, PASSENGER/TRUCK","","","IC","Invest Cont","740","","","","100 S  WESTMORELAND                 AV","","34.0735","-118.2879"
"231706592","03/04/2023 12:00:00 AM","03/03/2023 12:00:00 AM","0001","17","Devonshire","1715","2","354","THEFT OF IDENTITY","","41","F","A","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","12500    LONGACRE                     AV","","34.2965","-118.5366"
"230405694","02/21/2023 12:00:00 AM","02/16/2023 12:00:00 AM","1630","04","Hollenbeck","0412","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344","0","X","X","108","PARKING LOT","","","IC","Invest Cont","331","","","","400 W  AVENUE 33","","34.0838","-118.2166"
"231404465","01/14/2023 12:00:00 AM","01/14/2023 12:00:00 AM","2230","14","Pacific","1483","2","624","BATTERY - SIMPLE ASSAULT","0416","21","M","B","228","BOWLING ALLEY*","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","8700    LINCOLN                      BL","","33.9568","-118.429"
"230604654","01/11/2023 12:00:00 AM","01/09/2023 12:00:00 AM","2000","06","Hollywood","0632","1","330","BURGLARY FROM VEHICLE","1822 1300 1307 1601 1609 0329 0344 0352","28","F","W","108","PARKING LOT","","","IC","Invest Cont","330","","","","8300 W  SUNSET                       BL","","34.104","-118.3755"
"230705138","01/27/2023 12:00:00 AM","01/26/2023 12:00:00 AM","1830","07","Wilshire","0765","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","5000    SAN VICENTE                  BL","","34.0503","-118.3448"
"230307209","03/03/2023 12:00:00 AM","03/02/2023 12:00:00 AM","2100","03","Southwest","0392","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","5100    4TH                          AV","","33.9962","-118.3214"
